DESC_APRESENTACAO;DIAS;UND;UF
11474;C;2022-06-19;10.0;SC
11475;C;2022-06-20;60.0;PR
11476;C;2022-06-16;10.0;PE
11477;C;2022-06-25;20.0;PE
11478;C;2022-06-15;80.0;PE
11479;C;2022-06-13;10.0;AL
11480;C;2022-06-11;10.0;AL
11481;C;2022-06-18;20.0;AL
11482;C;2022-06-17;20.0;PE
11483;C;2022-06-13;30.0;RN
11484;C;2022-06-12;10.0;RN
11485;C;2022-06-10;90.0;RN
11486;C;2022-06-23;20.0;CE
11487;C;2022-06-17;20.0;CE
11488;C;2022-06-20;40.0;CE
11489;C;2022-06-30;10.0;CE
11490;C;2022-06-10;150.0;PA
11491;C;2022-06-12;50.0;PA
11492;C;2022-06-15;140.0;PA
11493;C;2022-06-29;160.0;PA
11494;C;2022-06-27;140.0;PA
11495;C;2022-06-24;80.0;PA
11496;C;2022-06-23;160.0;PA
11497;C;2022-06-20;190.0;PA
11498;C;2022-06-21;140.0;PA
11499;C;2022-06-17;130.0;PA
11500;C;2022-06-30;200.0;PA
11501;C;2022-06-25;160.0;PA
11502;C;2022-06-28;140.0;PA
11503;C;2022-06-26;60.0;PA
11504;C;2022-06-22;110.0;PA
11505;C;2022-06-11;80.0;PA
11506;C;2022-06-19;60.0;PA
11507;C;2022-06-16;80.0;PA
11508;C;2022-06-18;60.0;PA
11509;C;2022-06-25;160.0;MA
11510;C;2022-06-14;140.0;MA
11511;C;2022-06-20;170.0;MA
11512;C;2022-06-15;110.0;MA
11513;C;2022-06-30;70.0;MA
11514;C;2022-06-22;100.0;MA
11515;C;2022-06-17;150.0;MA
11516;C;2022-06-28;80.0;MA
11517;C;2022-06-21;110.0;MA
11518;C;2022-06-16;60.0;MA
11519;C;2022-06-10;100.0;MA
11520;C;2022-06-19;30.0;MA
11521;C;2022-06-24;80.0;MA
11522;C;2022-06-13;110.0;MA
11523;C;2022-06-25;10.0;TO
11524;C;2022-06-13;10.0;TO
11525;C;2022-06-28;10.0;TO
11526;C;2022-06-27;10.0;TO
11527;C;2022-06-20;20.0;AP
11528;C;2022-06-11;10.0;AP
11529;C;2022-06-21;10.0;AP
11530;C;2022-06-18;20.0;RO
11531;C;2022-06-25;10.0;RO
11532;C;2022-06-20;20.0;RO
11533;C;2022-06-24;20.0;RO
11534;C;2022-06-14;10.0;RO
11535;C;2022-06-29;20.0;RO
11536;C;2022-06-27;30.0;RO
11537;C;2022-06-22;10.0;RO
11538;C;2022-06-15;10.0;GO
11539;C;2022-06-29;10.0;GO
11540;C;2022-06-10;10.0;CE
11541;C;2022-06-15;30.0;CE
11542;C;2022-06-22;10.0;CE
11543;C;2022-06-13;10.0;CE
11544;C;2022-06-30;10.0;PI
11545;C;2022-06-21;60.0;PI
11546;C;2022-06-29;40.0;PI
11547;C;2022-06-29;10.0;MT
11548;C;2022-06-15;10.0;MT
11549;C;2022-06-11;10.0;MT
11550;C;2022-06-20;10.0;MT
11551;C;2022-06-23;10.0;MT
11552;C;2022-06-13;10.0;MT
11553;C;2022-06-28;10.0;MT
11554;C;2022-06-26;10.0;MT
11555;C;2022-06-24;10.0;MT
11556;C;2022-06-10;100.0;ES
11557;C;2022-06-29;10.0;ES
11558;C;2022-06-18;50.0;MA
11559;C;2022-06-27;40.0;AL
11560;C;2022-06-23;10.0;BA
11561;C;2022-06-18;10.0;BA
11562;C;2022-06-10;60.0;PB
11563;C;2022-06-18;10.0;PB
11564;C;2022-06-21;90.0;PB
11565;C;2022-06-14;60.0;PB
11566;C;2022-06-15;70.0;PB
11567;C;2022-06-20;10.0;PB
11568;C;2022-06-23;90.0;RN
11569;C;2022-06-21;180.0;RN
11570;C;2022-06-16;30.0;RN
11571;C;2022-06-28;40.0;RN
11572;C;2022-06-30;40.0;RN
11573;C;2022-06-24;80.0;RN
11574;C;2022-06-22;40.0;RN
11575;C;2022-06-29;40.0;RN
11576;C;2022-06-15;80.0;RN
11577;C;2022-06-14;140.0;RN
11578;C;2022-06-23;10.0;RS
11579;C;2022-06-17;20.0;AL
11580;C;2022-06-22;30.0;AL
11581;C;2022-06-15;40.0;AL
11582;C;2022-06-28;30.0;RS
11583;C;2022-06-22;30.0;RS
11584;C;2022-06-26;10.0;RS
11585;C;2022-06-13;40.0;RS
11586;C;2022-06-17;70.0;RS
11587;C;2022-06-24;30.0;RS
11588;C;2022-06-15;20.0;RS
11589;C;2022-06-21;50.0;RS
11590;C;2022-06-30;30.0;PR
11591;C;2022-06-13;20.0;PR
11592;C;2022-06-24;10.0;PR
11593;C;2022-06-19;10.0;PR
11594;C;2022-06-11;90.0;AM
11595;C;2022-06-21;120.0;AM
11596;C;2022-06-30;300.0;AM
11597;C;2022-06-17;60.0;AM
11598;C;2022-06-12;60.0;AM
11599;C;2022-06-29;190.0;AM
11600;C;2022-06-16;230.0;AM
11601;C;2022-06-20;100.0;AM
11602;C;2022-06-24;270.0;AM
11603;C;2022-06-22;140.0;AM
11604;C;2022-06-19;60.0;AM
11605;C;2022-06-17;10.0;RO
11606;C;2022-06-22;10.0;ES
11607;C;2022-06-21;110.0;ES
11608;C;2022-06-17;10.0;ES
11609;C;2022-06-27;30.0;ES
11610;C;2022-06-24;50.0;ES
11611;C;2022-06-20;30.0;RN
11612;C;2022-06-23;10.0;PI
11613;C;2022-06-18;20.0;PI
11614;C;2022-06-26;40.0;PI
11615;C;2022-06-14;30.0;SC
11616;C;2022-06-11;10.0;PR
11617;C;2022-06-10;30.0;PR
11618;C;2022-06-10;10.0;MG
11619;C;2022-06-24;20.0;MG
11620;C;2022-06-13;80.0;ES
11621;C;2022-06-23;30.0;ES
11622;C;2022-06-10;10.0;RS
11623;C;2022-06-25;10.0;RS
11624;C;2022-06-18;10.0;RS
11625;C;2022-06-11;10.0;RS
11626;C;2022-06-14;30.0;RS
11627;C;2022-06-16;10.0;PB
11628;C;2022-06-28;90.0;PE
11629;C;2022-06-27;30.0;RN
11630;C;2022-06-11;30.0;RN
11631;C;2022-06-16;60.0;CE
11632;C;2022-06-18;10.0;CE
11633;C;2022-06-24;30.0;CE
11634;C;2022-06-26;10.0;CE
11635;C;2022-06-25;10.0;CE
11636;C;2022-06-29;10.0;CE
11637;C;2022-06-25;10.0;PI
11638;C;2022-06-15;10.0;PI
11639;C;2022-06-13;10.0;PI
11640;C;2022-06-11;10.0;PI
11641;C;2022-06-22;30.0;PI
11642;C;2022-06-10;10.0;PI
11643;C;2022-06-24;30.0;PI
11644;C;2022-06-14;10.0;PI
11645;C;2022-06-30;70.0;SE
11646;C;2022-06-12;10.0;SE
11647;C;2022-06-24;10.0;SE
11648;C;2022-06-29;150.0;SE
11649;C;2022-06-11;30.0;SE
11650;C;2022-06-21;120.0;SE
11651;C;2022-06-26;30.0;SE
11652;C;2022-06-16;30.0;SE
11653;C;2022-06-19;40.0;SE
11654;C;2022-06-13;420.0;SE
11655;C;2022-06-28;140.0;SE
11656;C;2022-06-22;250.0;SE
11657;C;2022-06-25;10.0;SE
11658;C;2022-06-12;20.0;MA
11659;C;2022-06-23;10.0;SC
11660;C;2022-06-14;10.0;TO
11661;C;2022-06-30;10.0;TO
11662;C;2022-06-13;10.0;PB
11663;C;2022-06-30;10.0;AC
11664;C;2022-06-14;10.0;AC
11665;C;2022-06-14;50.0;AL
11666;C;2022-06-30;80.0;AL
11667;C;2022-06-15;40.0;AM
11668;C;2022-06-10;10.0;PE
11669;C;2022-06-27;30.0;PE
11670;C;2022-06-14;30.0;PE
11671;C;2022-06-13;40.0;PE
11672;B;2022-04-04;20.0;PE
11673;B;2022-04-03;50.0;AM
11674;B;2022-04-07;150.0;AM
11675;B;2022-04-20;150.0;AM
11676;B;2022-04-25;60.0;AM
11677;B;2022-04-06;250.0;MG
11678;B;2022-04-12;150.0;MG
11679;B;2022-04-07;180.0;MG
11680;B;2022-04-11;70.0;MG
11681;B;2022-04-01;70.0;MG
11682;B;2022-04-18;140.0;MG
11683;B;2022-04-26;120.0;MG
11684;B;2022-04-28;170.0;MG
11685;B;2022-04-08;80.0;MG
11686;B;2022-04-27;120.0;MG
11687;B;2022-04-25;80.0;MG
11688;B;2022-04-10;40.0;MG
11689;B;2022-04-20;170.0;MG
11690;B;2022-04-02;70.0;MG
11691;B;2022-04-19;150.0;MG
11692;B;2022-04-23;20.0;MG
11693;B;2022-04-22;40.0;MG
11694;B;2022-04-09;40.0;MG
11695;B;2022-04-05;80.0;RO
11696;B;2022-04-26;290.0;CE
11697;B;2022-04-29;320.0;CE
11698;B;2022-04-07;100.0;MT
11699;B;2022-04-14;50.0;MT
11700;B;2022-04-06;40.0;MT
11701;B;2022-04-30;10.0;MT
11702;B;2022-04-05;20.0;MT
11703;B;2022-04-08;50.0;MT
11704;B;2022-04-18;40.0;MT
11705;B;2022-04-11;110.0;MT
11706;B;2022-04-02;20.0;MT
11707;B;2022-04-01;120.0;MT
11708;B;2022-04-03;10.0;MT
11709;B;2022-04-25;50.0;MT
11710;B;2022-04-13;400.0;MT
11711;B;2022-04-25;450.0;SE
11712;B;2022-04-28;230.0;SE
11713;B;2022-04-26;100.0;MA
11714;B;2022-04-05;220.0;MA
11715;B;2022-04-04;200.0;MA
11716;B;2022-04-21;130.0;MA
11717;B;2022-04-27;90.0;MA
11718;B;2022-04-10;80.0;MA
11719;B;2022-04-22;70.0;MA
11720;B;2022-04-07;50.0;MA
11721;B;2022-04-27;30.0;RS
11722;B;2022-04-12;20.0;RS
11723;B;2022-04-26;10.0;RS
11724;B;2022-04-25;30.0;RS
11725;B;2022-04-01;10.0;RS
11726;B;2022-04-24;20.0;RS
11727;B;2022-04-06;10.0;RS
11728;B;2022-04-10;20.0;RS
11729;B;2022-04-22;100.0;ES
11730;B;2022-04-04;30.0;ES
11731;B;2022-04-29;60.0;ES
11732;B;2022-04-30;10.0;ES
11733;B;2022-04-12;60.0;ES
11734;B;2022-04-19;40.0;ES
11735;B;2022-04-03;10.0;ES
11736;B;2022-04-11;1040.0;PA
11737;B;2022-04-04;1000.0;PA
11738;B;2022-04-27;220.0;PB
11739;B;2022-04-02;100.0;PB
11740;B;2022-04-28;110.0;PB
11741;B;2022-04-25;100.0;PB
11742;B;2022-04-05;100.0;PB
11743;B;2022-04-12;100.0;PB
11744;B;2022-04-06;260.0;PB
11745;B;2022-04-26;120.0;PB
11746;B;2022-04-20;170.0;PB
11747;B;2022-04-20;30.0;AL
11748;B;2022-04-07;250.0;AP
11749;B;2022-04-06;50.0;AP
11750;B;2022-04-04;40.0;AP
11751;B;2022-04-08;70.0;AP
11752;B;2022-04-05;60.0;AP
11753;B;2022-04-26;10.0;RR
11754;B;2022-04-11;10.0;RR
11755;B;2022-04-28;30.0;RR
11756;B;2022-04-18;50.0;RR
11757;B;2022-04-13;10.0;RR
11758;B;2022-04-09;30.0;RR
11759;B;2022-04-27;10.0;RR
11760;B;2022-04-08;130.0;SC
11761;B;2022-04-13;150.0;SC
11762;B;2022-04-22;150.0;SC
11763;B;2022-04-14;50.0;SC
11764;B;2022-04-27;100.0;SC
11765;B;2022-04-05;230.0;SC
11766;B;2022-04-25;190.0;SC
11767;B;2022-04-01;290.0;SC
11768;B;2022-04-03;70.0;SC
11769;B;2022-04-19;220.0;SC
11770;B;2022-04-09;90.0;SC
11771;B;2022-04-04;160.0;SC
11772;B;2022-04-20;50.0;SC
11773;B;2022-04-15;140.0;SC
11774;B;2022-04-23;80.0;SC
11775;B;2022-04-16;40.0;SC
11776;B;2022-04-11;170.0;SC
11777;B;2022-04-07;200.0;SC
11778;B;2022-04-25;50.0;BA
11779;B;2022-04-14;20.0;BA
11780;B;2022-04-16;20.0;BA
11781;B;2022-04-26;20.0;BA
11782;B;2022-04-15;10.0;BA
11783;B;2022-04-20;10.0;BA
11784;B;2022-04-27;40.0;BA
11785;B;2022-04-17;10.0;BA
11786;B;2022-04-30;20.0;BA
11787;B;2022-04-18;20.0;BA
11788;B;2022-04-29;40.0;BA
11789;B;2022-04-02;20.0;BA
11790;B;2022-04-13;30.0;BA
11791;B;2022-04-22;20.0;BA
11792;B;2022-04-27;60.0;PR
11793;B;2022-04-20;90.0;PR
11794;B;2022-04-19;30.0;PR
11795;B;2022-04-05;110.0;PR
11796;B;2022-04-18;120.0;PR
11797;B;2022-04-22;110.0;PR
11798;B;2022-04-06;60.0;PR
11799;B;2022-04-15;30.0;PR
11800;B;2022-04-14;130.0;PR
11801;B;2022-04-02;30.0;PR
11802;B;2022-04-26;140.0;PR
11803;B;2022-04-25;160.0;PR
11804;B;2022-04-28;130.0;PR
11805;B;2022-04-11;130.0;PR
11806;B;2022-04-04;40.0;PR
11807;B;2022-04-01;20.0;PR
11808;B;2022-04-16;10.0;PR
11809;B;2022-04-07;10.0;TO
11810;B;2022-04-08;10.0;RJ
11811;B;2022-04-07;10.0;RJ
11812;B;2022-04-05;10.0;RJ
11813;B;2022-04-30;100.0;MG
11814;B;2022-04-03;40.0;MG
11815;B;2022-04-16;50.0;MG
11816;B;2022-04-24;20.0;MG
11817;B;2022-04-22;130.0;PB
11818;B;2022-04-04;110.0;PB
11819;B;2022-04-29;180.0;PB
11820;B;2022-04-18;110.0;PB
11821;B;2022-04-01;130.0;PB
11822;B;2022-04-17;30.0;PB
11823;B;2022-04-03;40.0;PB
11824;B;2022-04-07;150.0;PB
11825;B;2022-04-14;150.0;PB
11826;B;2022-04-08;120.0;PB
11827;B;2022-04-19;160.0;PB
11828;B;2022-04-08;80.0;RO
11829;B;2022-04-25;160.0;RO
11830;B;2022-04-07;110.0;RO
11831;B;2022-04-12;80.0;RO
11832;B;2022-04-19;220.0;RO
11833;B;2022-04-22;60.0;RO
11834;B;2022-04-14;60.0;RO
11835;B;2022-04-16;40.0;RO
11836;B;2022-04-26;70.0;RO
11837;B;2022-04-06;80.0;RO
11838;B;2022-04-30;40.0;RO
11839;B;2022-04-20;110.0;RO
11840;B;2022-04-18;1470.0;PA
11841;B;2022-04-20;1380.0;PA
11842;B;2022-04-30;940.0;PA
11843;B;2022-04-12;1270.0;PA
11844;B;2022-04-13;1210.0;PA
11845;B;2022-04-08;790.0;PA
11846;B;2022-04-12;60.0;MT
11847;B;2022-04-21;160.0;SC
11848;B;2022-04-18;130.0;SC
11849;B;2022-04-30;20.0;SC
11850;B;2022-04-12;150.0;SC
11851;B;2022-04-24;60.0;SC
11852;B;2022-04-02;40.0;SC
11853;B;2022-04-26;100.0;SC
11854;B;2022-04-30;20.0;PR
11855;B;2022-04-30;10.0;PE
11856;B;2022-04-26;50.0;PE
11857;B;2022-04-30;10.0;AL
11858;B;2022-04-23;60.0;AL
11859;B;2022-04-14;20.0;AL
11860;B;2022-04-16;20.0;AL
11861;B;2022-04-01;60.0;AL
11862;B;2022-04-24;10.0;AL
11863;B;2022-04-11;70.0;AL
11864;B;2022-04-09;20.0;AL
11865;B;2022-04-02;10.0;AL
11866;B;2022-04-25;80.0;AL
11867;B;2022-04-29;70.0;AL
11868;B;2022-04-08;30.0;AL
11869;B;2022-04-06;10.0;AL
11870;B;2022-04-13;30.0;AL
11871;B;2022-04-07;20.0;AL
11872;B;2022-04-29;40.0;PE
11873;B;2022-04-13;30.0;PE
11874;B;2022-04-06;20.0;PE
11875;B;2022-04-23;60.0;PE
11876;B;2022-04-12;220.0;PE
11877;B;2022-04-16;10.0;PE
11878;B;2022-04-17;10.0;PE
11879;B;2022-04-10;20.0;RN
11880;B;2022-04-26;40.0;RN
11881;B;2022-04-08;80.0;RN
11882;B;2022-04-05;70.0;RN
11883;B;2022-04-21;60.0;RN
11884;B;2022-04-14;80.0;RN
11885;B;2022-04-28;60.0;RN
11886;B;2022-04-16;50.0;RN
11887;B;2022-04-16;50.0;CE
11888;B;2022-04-05;150.0;CE
11889;B;2022-04-27;110.0;CE
11890;B;2022-04-01;40.0;CE
11891;B;2022-04-22;140.0;CE
11892;B;2022-04-19;140.0;CE
11893;B;2022-04-17;70.0;MA
11894;B;2022-04-19;130.0;MA
11895;B;2022-04-14;150.0;MA
11896;B;2022-04-11;120.0;MA
11897;B;2022-04-08;160.0;MA
11898;B;2022-04-16;80.0;MA
11899;B;2022-04-03;70.0;MA
11900;B;2022-04-01;180.0;MA
11901;B;2022-04-28;110.0;MA
11902;B;2022-04-02;110.0;MA
11903;B;2022-04-30;130.0;MA
11904;B;2022-04-09;80.0;MA
11905;B;2022-04-13;90.0;MA
11906;B;2022-04-29;150.0;MA
11907;B;2022-04-18;80.0;MA
11908;B;2022-04-23;80.0;MA
11909;B;2022-04-15;50.0;MA
11910;B;2022-04-26;830.0;PA
11911;B;2022-04-06;2450.0;PA
11912;B;2022-04-10;190.0;PA
11913;B;2022-04-16;360.0;PA
11914;B;2022-04-09;590.0;PA
11915;B;2022-04-21;390.0;PA
11916;B;2022-04-24;210.0;PA
11917;B;2022-04-03;330.0;PA
11918;B;2022-04-02;420.0;PA
11919;B;2022-04-17;250.0;PA
11920;B;2022-04-15;320.0;PA
11921;B;2022-04-11;10.0;AP
11922;B;2022-04-01;20.0;AP
11923;B;2022-04-28;230.0;AP
11924;B;2022-04-30;20.0;AP
11925;B;2022-04-15;10.0;AP
11926;B;2022-04-12;70.0;AP
11927;B;2022-04-02;20.0;TO
11928;B;2022-04-01;80.0;RO
11929;B;2022-04-18;30.0;PE
11930;B;2022-04-21;70.0;AM
11931;B;2022-04-04;210.0;AM
11932;B;2022-04-30;130.0;AM
11933;B;2022-04-09;120.0;AM
11934;B;2022-04-17;10.0;RO
11935;B;2022-04-13;70.0;RO
11936;B;2022-04-11;80.0;RO
11937;B;2022-04-09;40.0;RO
11938;B;2022-04-28;100.0;RO
11939;B;2022-04-29;110.0;RO
11940;B;2022-04-03;20.0;RO
11941;B;2022-04-10;10.0;RO
11942;B;2022-04-27;70.0;RO
11943;B;2022-04-21;10.0;RO
11944;B;2022-04-25;150.0;CE
11945;B;2022-04-09;30.0;CE
11946;B;2022-04-04;40.0;MT
11947;B;2022-04-22;50.0;MT
11948;B;2022-04-27;220.0;MT
11949;B;2022-04-20;120.0;MT
11950;B;2022-04-09;30.0;MT
11951;B;2022-04-10;10.0;MT
11952;B;2022-04-16;10.0;MT
11953;B;2022-04-10;90.0;SE
11954;B;2022-04-27;10.0;GO
11955;B;2022-04-19;10.0;GO
11956;B;2022-04-08;10.0;GO
11957;B;2022-04-12;180.0;MA
11958;B;2022-04-25;100.0;MA
11959;B;2022-04-13;180.0;PB
11960;B;2022-04-30;100.0;PB
11961;B;2022-04-22;70.0;AP
11962;B;2022-04-14;10.0;AP
11963;B;2022-04-23;10.0;AP
11964;B;2022-04-29;80.0;SC
11965;B;2022-04-28;20.0;BA
11966;B;2022-04-05;10.0;BA
11967;B;2022-04-11;20.0;BA
11968;B;2022-04-06;10.0;TO
11969;B;2022-04-29;10.0;TO
11970;B;2022-04-11;140.0;PB
11971;B;2022-04-27;410.0;RN
11972;B;2022-04-19;110.0;RN
11973;B;2022-04-20;110.0;RN
11974;B;2022-04-01;60.0;RN
11975;B;2022-04-29;130.0;RN
11976;B;2022-04-12;110.0;RN
11977;B;2022-04-22;220.0;RN
11978;B;2022-04-07;50.0;RN
11979;B;2022-04-07;20.0;RS
11980;B;2022-04-14;30.0;RS
11981;B;2022-04-12;50.0;AL
11982;B;2022-04-05;30.0;AL
11983;B;2022-04-27;20.0;AL
11984;B;2022-04-15;20.0;RS
11985;B;2022-04-29;10.0;RS
11986;B;2022-04-19;30.0;RS
11987;B;2022-04-11;20.0;RS
11988;B;2022-04-21;20.0;RS
11989;B;2022-04-13;30.0;RS
11990;B;2022-04-17;30.0;SC
11991;B;2022-04-21;20.0;PR
11992;B;2022-04-13;70.0;PR
11993;B;2022-04-08;40.0;PR
11994;B;2022-04-16;60.0;AM
11995;B;2022-04-06;230.0;AM
11996;B;2022-04-05;130.0;AM
11997;B;2022-04-19;120.0;AM
11998;B;2022-04-26;180.0;AM
11999;B;2022-04-13;60.0;AM
12000;B;2022-04-24;30.0;AM
12001;B;2022-04-01;120.0;AM
12002;B;2022-04-18;110.0;AM
12003;B;2022-04-11;130.0;AM
12004;B;2022-04-10;50.0;AM
12005;B;2022-04-15;70.0;AM
12006;B;2022-04-08;30.0;AM
12007;B;2022-04-14;130.0;AM
12008;B;2022-04-28;100.0;AM
12009;B;2022-04-22;60.0;AM
12010;B;2022-04-23;40.0;AM
12011;B;2022-04-17;30.0;AM
12012;B;2022-04-29;170.0;AM
12013;B;2022-04-27;170.0;AM
12014;B;2022-04-02;170.0;AM
12015;B;2022-04-05;130.0;ES
12016;B;2022-04-08;110.0;ES
12017;B;2022-04-14;40.0;ES
12018;B;2022-04-06;110.0;ES
12019;B;2022-04-26;30.0;ES
12020;B;2022-04-02;30.0;RN
12021;B;2022-04-18;80.0;RN
12022;B;2022-04-29;30.0;PI
12023;B;2022-04-26;60.0;PI
12024;B;2022-04-04;20.0;PI
12025;B;2022-04-09;80.0;PI
12026;B;2022-04-25;30.0;PI
12027;B;2022-04-18;20.0;PI
12028;B;2022-04-20;40.0;PI
12029;B;2022-04-23;20.0;PI
12030;B;2022-04-13;10.0;PI
12031;B;2022-04-08;40.0;PI
12032;B;2022-04-07;10.0;PI
12033;B;2022-04-02;10.0;PI
12034;B;2022-04-12;60.0;PI
12035;B;2022-04-21;40.0;MG
12036;B;2022-04-12;40.0;AM
12037;B;2022-04-07;90.0;ES
12038;B;2022-04-28;90.0;ES
12039;B;2022-04-13;90.0;ES
12040;B;2022-04-01;10.0;ES
12041;B;2022-04-22;10.0;RS
12042;B;2022-04-28;30.0;RS
12043;B;2022-04-09;20.0;RS
12044;B;2022-04-30;10.0;RS
12045;B;2022-04-05;40.0;RS
12046;B;2022-04-03;20.0;RS
12047;B;2022-04-10;50.0;SC
12048;B;2022-04-10;40.0;PB
12049;B;2022-04-15;10.0;PB
12050;B;2022-04-24;10.0;PB
12051;B;2022-04-23;110.0;PB
12052;B;2022-04-16;40.0;PB
12053;B;2022-04-20;80.0;PE
12054;B;2022-04-19;20.0;PE
12055;B;2022-04-01;70.0;PE
12056;B;2022-04-22;30.0;PE
12057;B;2022-04-23;40.0;RN
12058;B;2022-04-24;10.0;RN
12059;B;2022-04-25;30.0;RN
12060;B;2022-04-06;70.0;RN
12061;B;2022-04-09;10.0;RN
12062;B;2022-04-15;10.0;RN
12063;B;2022-04-11;110.0;RN
12064;B;2022-04-02;30.0;RO
12065;B;2022-04-23;10.0;RO
12066;B;2022-04-04;110.0;CE
12067;B;2022-04-11;50.0;CE
12068;B;2022-04-14;110.0;CE
12069;B;2022-04-30;40.0;CE
12070;B;2022-04-23;20.0;CE
12071;B;2022-04-15;20.0;CE
12072;B;2022-04-03;20.0;CE
12073;B;2022-04-08;50.0;CE
12074;B;2022-04-06;50.0;CE
12075;B;2022-04-21;10.0;CE
12076;B;2022-04-28;320.0;CE
12077;B;2022-04-21;10.0;MT
12078;B;2022-04-23;10.0;MT
12079;B;2022-04-23;100.0;SE
12080;B;2022-04-12;430.0;SE
12081;B;2022-04-29;290.0;SE
12082;B;2022-04-05;460.0;SE
12083;B;2022-04-02;100.0;SE
12084;B;2022-04-16;70.0;SE
12085;B;2022-04-21;90.0;SE
12086;B;2022-04-19;530.0;SE
12087;B;2022-04-20;250.0;SE
12088;B;2022-04-06;310.0;SE
12089;B;2022-04-26;300.0;SE
12090;B;2022-04-30;110.0;SE
12091;B;2022-04-07;380.0;SE
12092;B;2022-04-13;260.0;SE
12093;B;2022-04-09;110.0;SE
12094;B;2022-04-03;110.0;SE
12095;B;2022-04-01;260.0;SE
12096;B;2022-04-24;20.0;SE
12097;B;2022-04-17;30.0;SE
12098;B;2022-04-08;370.0;SE
12099;B;2022-04-15;100.0;SE
12100;B;2022-04-11;340.0;SE
12101;B;2022-04-22;310.0;SE
12102;B;2022-04-06;10.0;GO
12103;B;2022-04-25;10.0;GO
12104;B;2022-04-23;10.0;DF
12105;B;2022-04-24;30.0;MA
12106;B;2022-04-28;30.0;PI
12107;B;2022-04-05;10.0;PI
12108;B;2022-04-01;10.0;PI
12109;B;2022-04-22;20.0;PI
12110;B;2022-04-11;20.0;PI
12111;B;2022-04-15;10.0;PI
12112;B;2022-04-21;10.0;PI
12113;B;2022-04-03;20.0;PI
12114;B;2022-04-14;10.0;PI
12115;B;2022-04-28;10.0;AL
12116;B;2022-04-22;10.0;AL
12117;B;2022-04-16;30.0;AP
12118;B;2022-04-17;10.0;RR
12119;B;2022-04-02;10.0;RR
12120;B;2022-04-06;10.0;RR
12121;B;2022-04-19;30.0;RR
12122;B;2022-04-22;10.0;RR
12123;B;2022-04-27;10.0;SP
12124;B;2022-04-21;10.0;SP
12125;B;2022-04-28;10.0;SP
12126;B;2022-04-23;40.0;BA
12127;B;2022-04-19;30.0;BA
12128;B;2022-04-04;20.0;BA
12129;B;2022-04-21;10.0;BA
12130;B;2022-04-08;10.0;TO
12131;B;2022-04-26;20.0;TO
12132;B;2022-04-14;10.0;TO
12133;B;2022-04-11;10.0;TO
12134;B;2022-04-17;10.0;TO
12135;B;2022-04-13;200.0;CE
12136;B;2022-04-18;80.0;CE
12137;B;2022-04-20;280.0;CE
12138;B;2022-04-12;70.0;CE
12139;B;2022-04-28;20.0;PE
12140;B;2022-04-08;10.0;PE
12141;B;2022-04-25;30.0;PE
12142;B;2022-04-11;30.0;PE
12143;B;2022-04-02;10.0;ES
12144;B;2022-04-03;10.0;BA
12145;B;2022-04-09;30.0;BA
12146;B;2022-04-01;20.0;BA
12147;C;2022-11-29;140.0;AM
12148;C;2022-11-29;180.0;RN
12149;C;2022-11-29;30.0;PE
12150;C;2022-11-30;20.0;PE
12151;C;2022-11-29;10.0;MG
12152;C;2022-11-30;30.0;MG
12153;C;2022-11-30;30.0;GO
12154;C;2022-11-29;30.0;GO
12155;C;2022-11-29;230.0;CE
12156;C;2022-11-30;260.0;CE
12157;C;2022-11-29;20.0;MT
12158;C;2022-11-30;320.0;SE
12159;C;2022-11-29;60.0;ES
12160;C;2022-11-29;330.0;PI
12161;C;2022-11-30;180.0;PI
12162;C;2022-11-29;20.0;RS
12163;C;2022-11-30;50.0;SC
12164;C;2022-11-29;20.0;PR
12165;C;2022-11-30;10.0;AL
12166;C;2022-11-29;20.0;AL
12167;C;2022-11-30;90.0;PB
12168;C;2022-11-29;30.0;PB
12169;C;2022-11-29;260.0;BA
12170;C;2022-11-30;90.0;RR
12171;C;2022-11-30;170.0;AP
12172;C;2022-11-28;10.0;RN
12173;C;2022-11-28;90.0;AM
12174;C;2022-11-28;20.0;PE
12175;C;2022-11-28;20.0;RO
12176;C;2022-11-28;70.0;MG
12177;C;2022-11-28;60.0;GO
12178;C;2022-11-28;10.0;MT
12179;C;2022-11-28;60.0;ES
12180;C;2022-11-28;130.0;PI
12181;C;2022-11-28;10.0;RS
12182;C;2022-11-28;30.0;TO
12183;C;2022-11-28;20.0;AL
12184;C;2022-11-28;20.0;PB
12185;C;2022-11-26;40.0;RN
12186;C;2022-11-26;60.0;AM
12187;C;2022-11-27;50.0;AM
12188;C;2022-11-26;10.0;PE
12189;C;2022-11-27;20.0;RO
12190;C;2022-11-26;10.0;GO
12191;C;2022-11-27;10.0;CE
12192;C;2022-11-26;10.0;MT
12193;C;2022-11-26;40.0;SE
12194;C;2022-11-27;30.0;SE
12195;C;2022-11-27;50.0;MA
12196;C;2022-11-26;350.0;PA
12197;C;2022-11-27;80.0;PA
12198;C;2022-11-26;50.0;PI
12199;C;2022-11-27;50.0;PI
12200;C;2022-11-27;10.0;SC
12201;C;2022-11-27;10.0;AL
12202;C;2022-11-27;10.0;PB
12203;C;2022-11-26;10.0;PB
12204;C;2022-11-27;10.0;AC
12205;C;2022-11-27;10.0;AP
12206;C;2022-11-25;40.0;RN
12207;C;2022-11-25;90.0;AM
12208;C;2022-11-25;20.0;PE
